NAME,MOT,Output,MeanTT
"Hernando County, Florida",Ferryboat,Estimate,-
"Hernando County, Florida",Ferryboat,MOE,**
"Hernando County, Florida",Bicycle,Estimate,27.6
"Hernando County, Florida",Bicycle,MOE,12.7
"Hernando County, Florida",Walked,Estimate,11.1
"Hernando County, Florida",Walked,MOE,2.9
"Hernando County, Florida",Taxicab,Estimate,-
"Hernando County, Florida",Taxicab,MOE,**
"Hernando County, Florida",Motorcycle,Estimate,48.3
"Hernando County, Florida",Motorcycle,MOE,28.6
"Hernando County, Florida",Other method,Estimate,24
"Hernando County, Florida",Other method,MOE,8.2
"Hernando County, Florida",Worked at home,Estimate,0
"Hernando County, Florida",Worked at home,MOE,0
"Highlands County, Florida","Total, means of transportation",Estimate,20.5
"Highlands County, Florida","Total, means of transportation",MOE,0.8
"Highlands County, Florida","Car, truck, or van -- Drove alone",Estimate,20.2
"Highlands County, Florida","Car, truck, or van -- Drove alone",MOE,0.9
"Highlands County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,19.4
"Highlands County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,2.9
"Highlands County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,32.9
"Highlands County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,13.8
"Highlands County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,37.8
"Highlands County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,21.4
"Highlands County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,46.8
"Highlands County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,74.2
"Highlands County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,30.3
"Highlands County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,46.7
"Highlands County, Florida",Bus or trolley bus,Estimate,27.1
"Highlands County, Florida",Bus or trolley bus,MOE,4.2
"Highlands County, Florida",Streetcar or trolley car,Estimate,-
"Highlands County, Florida",Streetcar or trolley car,MOE,**
"Highlands County, Florida",Subway or elevated,Estimate,36
"Highlands County, Florida",Subway or elevated,MOE,25.7
"Highlands County, Florida",Railroad,Estimate,53.8
"Highlands County, Florida",Railroad,MOE,78.9
"Highlands County, Florida",Ferryboat,Estimate,-
"Highlands County, Florida",Ferryboat,MOE,**
"Highlands County, Florida",Bicycle,Estimate,23.3
"Highlands County, Florida",Bicycle,MOE,5.9
"Highlands County, Florida",Walked,Estimate,13.4
"Highlands County, Florida",Walked,MOE,3.9
"Highlands County, Florida",Taxicab,Estimate,5.3
"Highlands County, Florida",Taxicab,MOE,2.4
"Highlands County, Florida",Motorcycle,Estimate,20.6
"Highlands County, Florida",Motorcycle,MOE,5.1
"Highlands County, Florida",Other method,Estimate,12.2
"Highlands County, Florida",Other method,MOE,10
"Highlands County, Florida",Worked at home,Estimate,0
"Highlands County, Florida",Worked at home,MOE,0
"Hillsborough County, Florida","Total, means of transportation",Estimate,26.8
"Hillsborough County, Florida","Total, means of transportation",MOE,0.2
"Hillsborough County, Florida","Car, truck, or van -- Drove alone",Estimate,26.6
"Hillsborough County, Florida","Car, truck, or van -- Drove alone",MOE,0.2
"Hillsborough County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,25.9
"Hillsborough County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,0.9
"Hillsborough County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,28
"Hillsborough County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,2.2
"Hillsborough County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,31.1
"Hillsborough County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,3.7
"Hillsborough County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,38.1
"Hillsborough County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,7.4
"Hillsborough County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,36.6
"Hillsborough County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,8.9
"Hillsborough County, Florida",Bus or trolley bus,Estimate,45.3
"Hillsborough County, Florida",Bus or trolley bus,MOE,2.4
"Hillsborough County, Florida",Streetcar or trolley car,Estimate,20.5
"Hillsborough County, Florida",Streetcar or trolley car,MOE,18.5
"Hillsborough County, Florida",Subway or elevated,Estimate,41.9
"Hillsborough County, Florida",Subway or elevated,MOE,18.9
"Hillsborough County, Florida",Railroad,Estimate,129.3
"Hillsborough County, Florida",Railroad,MOE,98
"Hillsborough County, Florida",Ferryboat,Estimate,88.5
"Hillsborough County, Florida",Ferryboat,MOE,12
"Hillsborough County, Florida",Bicycle,Estimate,23
"Hillsborough County, Florida",Bicycle,MOE,2
"Hillsborough County, Florida",Walked,Estimate,11.6
"Hillsborough County, Florida",Walked,MOE,1.1
"Hillsborough County, Florida",Taxicab,Estimate,21.1
"Hillsborough County, Florida",Taxicab,MOE,8.4
"Hillsborough County, Florida",Motorcycle,Estimate,27.1
"Hillsborough County, Florida",Motorcycle,MOE,3
"Hillsborough County, Florida",Other method,Estimate,41.6
"Hillsborough County, Florida",Other method,MOE,5.3
"Hillsborough County, Florida",Worked at home,Estimate,0
"Hillsborough County, Florida",Worked at home,MOE,0
"Holmes County, Florida","Total, means of transportation",Estimate,28.7
"Holmes County, Florida","Total, means of transportation",MOE,1.8
"Holmes County, Florida","Car, truck, or van -- Drove alone",Estimate,29.2
"Holmes County, Florida","Car, truck, or van -- Drove alone",MOE,1.9
"Holmes County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,28.5
"Holmes County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,7.3
"Holmes County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,37.6
"Holmes County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,29.6
"Holmes County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,34
"Holmes County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,22.7
"Holmes County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,95
"Holmes County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,156.1
"Holmes County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,55
"Holmes County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,140.2
"Holmes County, Florida",Bus or trolley bus,Estimate,5
"Holmes County, Florida",Bus or trolley bus,MOE,3.6
"Holmes County, Florida",Streetcar or trolley car,Estimate,-
"Holmes County, Florida",Streetcar or trolley car,MOE,**
"Holmes County, Florida",Subway or elevated,Estimate,-
"Holmes County, Florida",Subway or elevated,MOE,**
"Holmes County, Florida",Railroad,Estimate,-
"Holmes County, Florida",Railroad,MOE,**
"Holmes County, Florida",Ferryboat,Estimate,-
"Holmes County, Florida",Ferryboat,MOE,**
"Holmes County, Florida",Bicycle,Estimate,30
"Holmes County, Florida",Bicycle,MOE,39.4
"Holmes County, Florida",Walked,Estimate,5.4
"Holmes County, Florida",Walked,MOE,2.7
"Holmes County, Florida",Taxicab,Estimate,-
"Holmes County, Florida",Taxicab,MOE,**
"Holmes County, Florida",Motorcycle,Estimate,20
"Holmes County, Florida",Motorcycle,MOE,28.3
"Holmes County, Florida",Other method,Estimate,6.5
"Holmes County, Florida",Other method,MOE,2.2
"Holmes County, Florida",Worked at home,Estimate,0
"Holmes County, Florida",Worked at home,MOE,0
"Indian River County, Florida","Total, means of transportation",Estimate,22.1
"Indian River County, Florida","Total, means of transportation",MOE,0.8
"Indian River County, Florida","Car, truck, or van -- Drove alone",Estimate,21.5
"Indian River County, Florida","Car, truck, or van -- Drove alone",MOE,0.8
"Indian River County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,25.3
"Indian River County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,3.4
"Indian River County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,25.4
"Indian River County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,4.8
"Indian River County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,34.6
"Indian River County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,25.5
"Indian River County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,26.6
"Indian River County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,9.3
"Indian River County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,23
"Indian River County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,18.7
"Indian River County, Florida",Bus or trolley bus,Estimate,13.3
"Indian River County, Florida",Bus or trolley bus,MOE,3.8
"Indian River County, Florida",Streetcar or trolley car,Estimate,-
"Indian River County, Florida",Streetcar or trolley car,MOE,**
"Indian River County, Florida",Subway or elevated,Estimate,-
"Indian River County, Florida",Subway or elevated,MOE,**
"Indian River County, Florida",Railroad,Estimate,85.9
"Indian River County, Florida",Railroad,MOE,13.4
"Indian River County, Florida",Ferryboat,Estimate,-
"Indian River County, Florida",Ferryboat,MOE,**
"Indian River County, Florida",Bicycle,Estimate,15.7
"Indian River County, Florida",Bicycle,MOE,3
"Indian River County, Florida",Walked,Estimate,5.6
"Indian River County, Florida",Walked,MOE,2.3
"Indian River County, Florida",Taxicab,Estimate,29.7
"Indian River County, Florida",Taxicab,MOE,5.8
"Indian River County, Florida",Motorcycle,Estimate,17.2
"Indian River County, Florida",Motorcycle,MOE,4.6
"Indian River County, Florida",Other method,Estimate,52
"Indian River County, Florida",Other method,MOE,20.8
"Indian River County, Florida",Worked at home,Estimate,0
"Indian River County, Florida",Worked at home,MOE,0
"Jackson County, Florida","Total, means of transportation",Estimate,22.2
"Jackson County, Florida","Total, means of transportation",MOE,0.8
"Jackson County, Florida","Car, truck, or van -- Drove alone",Estimate,22.4
"Jackson County, Florida","Car, truck, or van -- Drove alone",MOE,0.9
"Jackson County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,22.1
"Jackson County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,3.1
"Jackson County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,28.6
"Jackson County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,8.7
"Jackson County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,20.9
"Jackson County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,10.2
"Jackson County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Jackson County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Jackson County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,18
"Jackson County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,27
"Jackson County, Florida",Bus or trolley bus,Estimate,24.5
"Jackson County, Florida",Bus or trolley bus,MOE,13.4
"Jackson County, Florida",Streetcar or trolley car,Estimate,-
"Jackson County, Florida",Streetcar or trolley car,MOE,**
"Jackson County, Florida",Subway or elevated,Estimate,-
"Jackson County, Florida",Subway or elevated,MOE,**
"Jackson County, Florida",Railroad,Estimate,-
"Jackson County, Florida",Railroad,MOE,**
"Jackson County, Florida",Ferryboat,Estimate,-
"Jackson County, Florida",Ferryboat,MOE,**
"Jackson County, Florida",Bicycle,Estimate,11.5
"Jackson County, Florida",Bicycle,MOE,10.3
"Jackson County, Florida",Walked,Estimate,5.7
"Jackson County, Florida",Walked,MOE,2.4
"Jackson County, Florida",Taxicab,Estimate,-
"Jackson County, Florida",Taxicab,MOE,**
"Jackson County, Florida",Motorcycle,Estimate,17.8
"Jackson County, Florida",Motorcycle,MOE,11.2
"Jackson County, Florida",Other method,Estimate,19.7
"Jackson County, Florida",Other method,MOE,11.1
"Jackson County, Florida",Worked at home,Estimate,0
"Jackson County, Florida",Worked at home,MOE,0
"Jefferson County, Florida","Total, means of transportation",Estimate,28.6
"Jefferson County, Florida","Total, means of transportation",MOE,1.2
"Jefferson County, Florida","Car, truck, or van -- Drove alone",Estimate,28.7
"Jefferson County, Florida","Car, truck, or van -- Drove alone",MOE,1.4
"Jefferson County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,29.8
"Jefferson County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,4
"Jefferson County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,30.3
"Jefferson County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,9
"Jefferson County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,40.9
"Jefferson County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,13.4
"Jefferson County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Jefferson County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Jefferson County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Jefferson County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Jefferson County, Florida",Bus or trolley bus,Estimate,163.8
"Jefferson County, Florida",Bus or trolley bus,MOE,214.4
"Jefferson County, Florida",Streetcar or trolley car,Estimate,-
"Jefferson County, Florida",Streetcar or trolley car,MOE,**
"Jefferson County, Florida",Subway or elevated,Estimate,-
"Jefferson County, Florida",Subway or elevated,MOE,**
"Jefferson County, Florida",Railroad,Estimate,-
"Jefferson County, Florida",Railroad,MOE,**
"Jefferson County, Florida",Ferryboat,Estimate,-
"Jefferson County, Florida",Ferryboat,MOE,**
"Jefferson County, Florida",Bicycle,Estimate,-
"Jefferson County, Florida",Bicycle,MOE,**
"Jefferson County, Florida",Walked,Estimate,3.8
"Jefferson County, Florida",Walked,MOE,2.6
"Jefferson County, Florida",Taxicab,Estimate,-
"Jefferson County, Florida",Taxicab,MOE,**
"Jefferson County, Florida",Motorcycle,Estimate,-
"Jefferson County, Florida",Motorcycle,MOE,**
"Jefferson County, Florida",Other method,Estimate,-
"Jefferson County, Florida",Other method,MOE,**
"Jefferson County, Florida",Worked at home,Estimate,0
"Jefferson County, Florida",Worked at home,MOE,0
"Lafayette County, Florida","Total, means of transportation",Estimate,25.5
"Lafayette County, Florida","Total, means of transportation",MOE,2.6
"Lafayette County, Florida","Car, truck, or van -- Drove alone",Estimate,24.4
"Lafayette County, Florida","Car, truck, or van -- Drove alone",MOE,2.7
"Lafayette County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,27.7
"Lafayette County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,5.7
"Lafayette County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,33.9
"Lafayette County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,6.9
"Lafayette County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,60.5
"Lafayette County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,31.2
"Lafayette County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Lafayette County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Lafayette County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,38.8
"Lafayette County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,54.3
"Lafayette County, Florida",Bus or trolley bus,Estimate,68.8
"Lafayette County, Florida",Bus or trolley bus,MOE,109.6
"Lafayette County, Florida",Streetcar or trolley car,Estimate,-
"Lafayette County, Florida",Streetcar or trolley car,MOE,**
"Lafayette County, Florida",Subway or elevated,Estimate,-
"Lafayette County, Florida",Subway or elevated,MOE,**
"Lafayette County, Florida",Railroad,Estimate,-
"Lafayette County, Florida",Railroad,MOE,**
"Lafayette County, Florida",Ferryboat,Estimate,-
"Lafayette County, Florida",Ferryboat,MOE,**
"Lafayette County, Florida",Bicycle,Estimate,7.3
"Lafayette County, Florida",Bicycle,MOE,11.9
"Lafayette County, Florida",Walked,Estimate,59.5
"Lafayette County, Florida",Walked,MOE,32.9
"Lafayette County, Florida",Taxicab,Estimate,-
"Lafayette County, Florida",Taxicab,MOE,**
"Lafayette County, Florida",Motorcycle,Estimate,8.3
"Lafayette County, Florida",Motorcycle,MOE,8.1
"Lafayette County, Florida",Other method,Estimate,2
"Lafayette County, Florida",Other method,MOE,2
"Lafayette County, Florida",Worked at home,Estimate,0
"Lafayette County, Florida",Worked at home,MOE,0
"Lake County, Florida","Total, means of transportation",Estimate,28.2
"Lake County, Florida","Total, means of transportation",MOE,0.7
"Lake County, Florida","Car, truck, or van -- Drove alone",Estimate,28.4
"Lake County, Florida","Car, truck, or van -- Drove alone",MOE,0.7
"Lake County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,26.1
"Lake County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.9
"Lake County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,29
"Lake County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,4.2
"Lake County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,38.9
"Lake County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,10.1
"Lake County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,57.1
"Lake County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,30.4
"Lake County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,19.9
"Lake County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,2.7
"Lake County, Florida",Bus or trolley bus,Estimate,40.8
"Lake County, Florida",Bus or trolley bus,MOE,10.8
"Lake County, Florida",Streetcar or trolley car,Estimate,220
"Lake County, Florida",Streetcar or trolley car,MOE,152.6
"Lake County, Florida",Subway or elevated,Estimate,31.3
"Lake County, Florida",Subway or elevated,MOE,8.7
"Lake County, Florida",Railroad,Estimate,-
"Lake County, Florida",Railroad,MOE,**
"Lake County, Florida",Ferryboat,Estimate,-
"Lake County, Florida",Ferryboat,MOE,**
"Lake County, Florida",Bicycle,Estimate,15.2
"Lake County, Florida",Bicycle,MOE,4.1
"Lake County, Florida",Walked,Estimate,10.5
"Lake County, Florida",Walked,MOE,3
"Lake County, Florida",Taxicab,Estimate,44.2
"Lake County, Florida",Taxicab,MOE,4.8
"Lake County, Florida",Motorcycle,Estimate,22.1
"Lake County, Florida",Motorcycle,MOE,4.5
"Lake County, Florida",Other method,Estimate,31.8
"Lake County, Florida",Other method,MOE,9.8
"Lake County, Florida",Worked at home,Estimate,0
"Lake County, Florida",Worked at home,MOE,0
"Lee County, Florida","Total, means of transportation",Estimate,27.3
"Lee County, Florida","Total, means of transportation",MOE,0.4
"Lee County, Florida","Car, truck, or van -- Drove alone",Estimate,26.7
"Lee County, Florida","Car, truck, or van -- Drove alone",MOE,0.4
"Lee County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,28.9
"Lee County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.9
"Lee County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,29.7
"Lee County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,3.4
"Lee County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,31.7
"Lee County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,4.3
"Lee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,43.1
"Lee County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,9.2
"Lee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,43
"Lee County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,9.9
"Lee County, Florida",Bus or trolley bus,Estimate,49.5
"Lee County, Florida",Bus or trolley bus,MOE,6.4
"Lee County, Florida",Streetcar or trolley car,Estimate,47.3
"Lee County, Florida",Streetcar or trolley car,MOE,16.8
"Lee County, Florida",Subway or elevated,Estimate,-
"Lee County, Florida",Subway or elevated,MOE,**
"Lee County, Florida",Railroad,Estimate,56.4
"Lee County, Florida",Railroad,MOE,20.4
"Lee County, Florida",Ferryboat,Estimate,-
"Lee County, Florida",Ferryboat,MOE,**
"Lee County, Florida",Bicycle,Estimate,21.7
"Lee County, Florida",Bicycle,MOE,2.2
"Lee County, Florida",Walked,Estimate,8.8
"Lee County, Florida",Walked,MOE,1.2
"Lee County, Florida",Taxicab,Estimate,35.9
"Lee County, Florida",Taxicab,MOE,7.9
"Lee County, Florida",Motorcycle,Estimate,21
"Lee County, Florida",Motorcycle,MOE,2.5
"Lee County, Florida",Other method,Estimate,44.3
"Lee County, Florida",Other method,MOE,6.6
"Lee County, Florida",Worked at home,Estimate,0
"Lee County, Florida",Worked at home,MOE,0
"Leon County, Florida","Total, means of transportation",Estimate,20.6
"Leon County, Florida","Total, means of transportation",MOE,0.4
"Leon County, Florida","Car, truck, or van -- Drove alone",Estimate,20
"Leon County, Florida","Car, truck, or van -- Drove alone",MOE,0.4
"Leon County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,21.5
"Leon County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,1.1
"Leon County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,25.1
"Leon County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,3.6
"Leon County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,29.1
"Leon County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,5.8
"Leon County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,26.9
"Leon County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,8.3
"Leon County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,28.4
"Leon County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,11.9
"Leon County, Florida",Bus or trolley bus,Estimate,45.5
"Leon County, Florida",Bus or trolley bus,MOE,5.9
"Leon County, Florida",Streetcar or trolley car,Estimate,-
"Leon County, Florida",Streetcar or trolley car,MOE,**
"Leon County, Florida",Subway or elevated,Estimate,37
"Leon County, Florida",Subway or elevated,MOE,21.1
"Leon County, Florida",Railroad,Estimate,-
"Leon County, Florida",Railroad,MOE,**
"Leon County, Florida",Ferryboat,Estimate,52
"Leon County, Florida",Ferryboat,MOE,37.7
"Leon County, Florida",Bicycle,Estimate,16.8
"Leon County, Florida",Bicycle,MOE,2.5
"Leon County, Florida",Walked,Estimate,11
"Leon County, Florida",Walked,MOE,1.5
"Leon County, Florida",Taxicab,Estimate,26.9
"Leon County, Florida",Taxicab,MOE,5.3
"Leon County, Florida",Motorcycle,Estimate,15.5
"Leon County, Florida",Motorcycle,MOE,3.2
"Leon County, Florida",Other method,Estimate,42.8
"Leon County, Florida",Other method,MOE,12.4
"Leon County, Florida",Worked at home,Estimate,0
"Leon County, Florida",Worked at home,MOE,0
"Levy County, Florida","Total, means of transportation",Estimate,29.7
"Levy County, Florida","Total, means of transportation",MOE,1.6
"Levy County, Florida","Car, truck, or van -- Drove alone",Estimate,29.4
"Levy County, Florida","Car, truck, or van -- Drove alone",MOE,1.5
"Levy County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,34
"Levy County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,5.5
"Levy County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,44.3
"Levy County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,18.6
"Levy County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,27.5
"Levy County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,7.2
"Levy County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,27.7
"Levy County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,14
"Levy County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Levy County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Levy County, Florida",Bus or trolley bus,Estimate,30
"Levy County, Florida",Bus or trolley bus,MOE,25
"Levy County, Florida",Streetcar or trolley car,Estimate,-
"Levy County, Florida",Streetcar or trolley car,MOE,**
"Levy County, Florida",Subway or elevated,Estimate,-
"Levy County, Florida",Subway or elevated,MOE,**
"Levy County, Florida",Railroad,Estimate,-
"Levy County, Florida",Railroad,MOE,**
"Levy County, Florida",Ferryboat,Estimate,-
"Levy County, Florida",Ferryboat,MOE,**
"Levy County, Florida",Bicycle,Estimate,12.6
"Levy County, Florida",Bicycle,MOE,8.4
"Levy County, Florida",Walked,Estimate,6
"Levy County, Florida",Walked,MOE,2.2
"Levy County, Florida",Taxicab,Estimate,-
"Levy County, Florida",Taxicab,MOE,**
"Levy County, Florida",Motorcycle,Estimate,25
"Levy County, Florida",Motorcycle,MOE,32.8
"Levy County, Florida",Other method,Estimate,23.8
"Levy County, Florida",Other method,MOE,13.2
"Levy County, Florida",Worked at home,Estimate,0
"Levy County, Florida",Worked at home,MOE,0
"Liberty County, Florida","Total, means of transportation",Estimate,32.7
"Liberty County, Florida","Total, means of transportation",MOE,3.3
"Liberty County, Florida","Car, truck, or van -- Drove alone",Estimate,29.5
"Liberty County, Florida","Car, truck, or van -- Drove alone",MOE,2.8
"Liberty County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,48
"Liberty County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,14.4
"Liberty County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,33.9
"Liberty County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,11.2
"Liberty County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,88.6
"Liberty County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,30.2
"Liberty County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,-
"Liberty County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,**
"Liberty County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,-
"Liberty County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,**
"Liberty County, Florida",Bus or trolley bus,Estimate,59.7
"Liberty County, Florida",Bus or trolley bus,MOE,5.6
"Liberty County, Florida",Streetcar or trolley car,Estimate,-
"Liberty County, Florida",Streetcar or trolley car,MOE,**
"Liberty County, Florida",Subway or elevated,Estimate,-
"Liberty County, Florida",Subway or elevated,MOE,**
"Liberty County, Florida",Railroad,Estimate,-
"Liberty County, Florida",Railroad,MOE,**
"Liberty County, Florida",Ferryboat,Estimate,-
"Liberty County, Florida",Ferryboat,MOE,**
"Liberty County, Florida",Bicycle,Estimate,-
"Liberty County, Florida",Bicycle,MOE,**
"Liberty County, Florida",Walked,Estimate,4.3
"Liberty County, Florida",Walked,MOE,3.2
"Liberty County, Florida",Taxicab,Estimate,-
"Liberty County, Florida",Taxicab,MOE,**
"Liberty County, Florida",Motorcycle,Estimate,-
"Liberty County, Florida",Motorcycle,MOE,**
"Liberty County, Florida",Other method,Estimate,23.9
"Liberty County, Florida",Other method,MOE,25.9
"Liberty County, Florida",Worked at home,Estimate,0
"Liberty County, Florida",Worked at home,MOE,0
"Madison County, Florida","Total, means of transportation",Estimate,26.2
"Madison County, Florida","Total, means of transportation",MOE,2.8
"Madison County, Florida","Car, truck, or van -- Drove alone",Estimate,26.2
"Madison County, Florida","Car, truck, or van -- Drove alone",MOE,2.9
"Madison County, Florida","Car, truck, or van -- In a 2-person carpool",Estimate,27.4
"Madison County, Florida","Car, truck, or van -- In a 2-person carpool",MOE,6.6
"Madison County, Florida","Car, truck, or van -- In a 3-person carpool",Estimate,27.1
"Madison County, Florida","Car, truck, or van -- In a 3-person carpool",MOE,7.4
"Madison County, Florida","Car, truck, or van -- In a 4-person carpool",Estimate,72
"Madison County, Florida","Car, truck, or van -- In a 4-person carpool",MOE,22.2
"Madison County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",Estimate,15.4
"Madison County, Florida","Car, truck, or van -- In a 5-or-6-person carpool",MOE,5.8
"Madison County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",Estimate,23.4
"Madison County, Florida","Car, truck, or van -- In a 7-or-more-person carpool",MOE,11
"Madison County, Florida",Bus or trolley bus,Estimate,-
"Madison County, Florida",Bus or trolley bus,MOE,**
