NAME,Age,Minority,Output,Population
Nebraska,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,313180
Nebraska,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1246
Nebraska,Age 45 to 59 years,Other,Estimate,49795
Nebraska,Age 45 to 59 years,Other,Margin of Error,757
Nebraska,Age 60 to 64 years,Total persons,Estimate,110360
Nebraska,Age 60 to 64 years,Total persons,Margin of Error,1354
Nebraska,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,100490
Nebraska,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1272
Nebraska,Age 60 to 64 years,Other,Estimate,9870
Nebraska,Age 60 to 64 years,Other,Margin of Error,514
Nebraska,Age 65 to 74 years,Total persons,Estimate,146130
Nebraska,Age 65 to 74 years,Total persons,Margin of Error,341
Nebraska,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,134960
Nebraska,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,28
Nebraska,Age 65 to 74 years,Other,Estimate,11170
Nebraska,Age 65 to 74 years,Other,Margin of Error,342
Nebraska,Age 75 years and over,Total persons,Estimate,125365
Nebraska,Age 75 years and over,Total persons,Margin of Error,287
Nebraska,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,119170
Nebraska,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,21
Nebraska,Age 75 years and over,Other,Estimate,6195
Nebraska,Age 75 years and over,Other,Margin of Error,286
Nevada,"Total, all ages",Total persons,Estimate,2839170
Nevada,"Total, all ages","White alone, not Hispanic/Latino",Estimate,1455510
Nevada,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,752
Nevada,"Total, all ages",Other,Estimate,1383665
Nevada,"Total, all ages",Other,Margin of Error,752
Nevada,Age 0 to 16 years,Total persons,Estimate,590695
Nevada,Age 0 to 16 years,Total persons,Margin of Error,1141
Nevada,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,216390
Nevada,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,768
Nevada,Age 0 to 16 years,Other,Estimate,374305
Nevada,Age 0 to 16 years,Other,Margin of Error,1032
Nevada,Age 16 and 17 years,Total persons,Estimate,73935
Nevada,Age 16 and 17 years,Total persons,Margin of Error,1152
Nevada,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,29045
Nevada,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,611
Nevada,Age 16 and 17 years,Other,Estimate,44890
Nevada,Age 16 and 17 years,Other,Margin of Error,929
Nevada,Age 18 to 20 years,Total persons,Estimate,102180
Nevada,Age 18 to 20 years,Total persons,Margin of Error,1397
Nevada,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,38035
Nevada,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,816
Nevada,Age 18 to 20 years,Other,Estimate,64145
Nevada,Age 18 to 20 years,Other,Margin of Error,1114
Nevada,Age 21 to 24 years,Total persons,Estimate,150235
Nevada,Age 21 to 24 years,Total persons,Margin of Error,1458
Nevada,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,61410
Nevada,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,818
Nevada,Age 21 to 24 years,Other,Estimate,88830
Nevada,Age 21 to 24 years,Other,Margin of Error,1101
Nevada,Age 25 to 34 years,Total persons,Estimate,407455
Nevada,Age 25 to 34 years,Total persons,Margin of Error,559
Nevada,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,188105
Nevada,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,251
Nevada,Age 25 to 34 years,Other,Estimate,219350
Nevada,Age 25 to 34 years,Other,Margin of Error,559
Nevada,Age 35 to 44 years,Total persons,Estimate,383265
Nevada,Age 35 to 44 years,Total persons,Margin of Error,461
Nevada,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,182200
Nevada,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,267
Nevada,Age 35 to 44 years,Other,Estimate,201065
Nevada,Age 35 to 44 years,Other,Margin of Error,545
Nevada,Age 45 to 59 years,Total persons,Estimate,565980
Nevada,Age 45 to 59 years,Total persons,Margin of Error,2134
Nevada,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,332880
Nevada,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1352
Nevada,Age 45 to 59 years,Other,Estimate,233100
Nevada,Age 45 to 59 years,Other,Margin of Error,1321
Nevada,Age 60 to 64 years,Total persons,Estimate,164570
Nevada,Age 60 to 64 years,Total persons,Margin of Error,2093
Nevada,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,112780
Nevada,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1375
Nevada,Age 60 to 64 years,Other,Estimate,51785
Nevada,Age 60 to 64 years,Other,Margin of Error,1249
Nevada,Age 65 to 74 years,Total persons,Estimate,249640
Nevada,Age 65 to 74 years,Total persons,Margin of Error,318
Nevada,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,181370
Nevada,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,127
Nevada,Age 65 to 74 years,Other,Estimate,68270
Nevada,Age 65 to 74 years,Other,Margin of Error,367
Nevada,Age 75 years and over,Total persons,Estimate,151215
Nevada,Age 75 years and over,Total persons,Margin of Error,268
Nevada,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,113295
Nevada,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,65
Nevada,Age 75 years and over,Other,Estimate,37920
Nevada,Age 75 years and over,Other,Margin of Error,271
New Hampshire,"Total, all ages",Total persons,Estimate,1327505
New Hampshire,"Total, all ages","White alone, not Hispanic/Latino",Estimate,1211270
New Hampshire,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,463
New Hampshire,"Total, all ages",Other,Estimate,116230
New Hampshire,"Total, all ages",Other,Margin of Error,462
New Hampshire,Age 0 to 16 years,Total persons,Estimate,232720
New Hampshire,Age 0 to 16 years,Total persons,Margin of Error,662
New Hampshire,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,200155
New Hampshire,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,620
New Hampshire,Age 0 to 16 years,Other,Estimate,32565
New Hampshire,Age 0 to 16 years,Other,Margin of Error,361
New Hampshire,Age 16 and 17 years,Total persons,Estimate,34260
New Hampshire,Age 16 and 17 years,Total persons,Margin of Error,645
New Hampshire,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,30610
New Hampshire,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,603
New Hampshire,Age 16 and 17 years,Other,Estimate,3650
New Hampshire,Age 16 and 17 years,Other,Margin of Error,273
New Hampshire,Age 18 to 20 years,Total persons,Estimate,58160
New Hampshire,Age 18 to 20 years,Total persons,Margin of Error,952
New Hampshire,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,50745
New Hampshire,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,811
New Hampshire,Age 18 to 20 years,Other,Estimate,7415
New Hampshire,Age 18 to 20 years,Other,Margin of Error,461
New Hampshire,Age 21 to 24 years,Total persons,Estimate,70020
New Hampshire,Age 21 to 24 years,Total persons,Margin of Error,934
New Hampshire,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,61755
New Hampshire,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,815
New Hampshire,Age 21 to 24 years,Other,Estimate,8265
New Hampshire,Age 21 to 24 years,Other,Margin of Error,472
New Hampshire,Age 25 to 34 years,Total persons,Estimate,154495
New Hampshire,Age 25 to 34 years,Total persons,Margin of Error,521
New Hampshire,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,136470
New Hampshire,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,154
New Hampshire,Age 25 to 34 years,Other,Estimate,18025
New Hampshire,Age 25 to 34 years,Other,Margin of Error,548
New Hampshire,Age 35 to 44 years,Total persons,Estimate,159325
New Hampshire,Age 35 to 44 years,Total persons,Margin of Error,561
New Hampshire,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,142100
New Hampshire,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,112
New Hampshire,Age 35 to 44 years,Other,Estimate,17225
New Hampshire,Age 35 to 44 years,Other,Margin of Error,574
New Hampshire,Age 45 to 59 years,Total persons,Estimate,316895
New Hampshire,Age 45 to 59 years,Total persons,Margin of Error,1545
New Hampshire,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,298190
New Hampshire,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1375
New Hampshire,Age 45 to 59 years,Other,Estimate,18705
New Hampshire,Age 45 to 59 years,Other,Margin of Error,554
New Hampshire,Age 60 to 64 years,Total persons,Estimate,91245
New Hampshire,Age 60 to 64 years,Total persons,Margin of Error,1386
New Hampshire,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,87240
New Hampshire,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1357
New Hampshire,Age 60 to 64 years,Other,Estimate,4005
New Hampshire,Age 60 to 64 years,Other,Margin of Error,375
New Hampshire,Age 65 to 74 years,Total persons,Estimate,123020
New Hampshire,Age 65 to 74 years,Total persons,Margin of Error,328
New Hampshire,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,118885
New Hampshire,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,31
New Hampshire,Age 65 to 74 years,Other,Estimate,4135
New Hampshire,Age 65 to 74 years,Other,Margin of Error,327
New Hampshire,Age 75 years and over,Total persons,Estimate,87365
New Hampshire,Age 75 years and over,Total persons,Margin of Error,231
New Hampshire,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,85125
New Hampshire,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,30
New Hampshire,Age 75 years and over,Other,Estimate,2240
New Hampshire,Age 75 years and over,Other,Margin of Error,234
New Jersey,"Total, all ages",Total persons,Estimate,8915455
New Jersey,"Total, all ages","White alone, not Hispanic/Latino",Estimate,5054610
New Jersey,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1885
New Jersey,"Total, all ages",Other,Estimate,3860845
New Jersey,"Total, all ages",Other,Margin of Error,1883
New Jersey,Age 0 to 16 years,Total persons,Estimate,1771800
New Jersey,Age 0 to 16 years,Total persons,Margin of Error,1926
New Jersey,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,845545
New Jersey,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1557
New Jersey,Age 0 to 16 years,Other,Estimate,926255
New Jersey,Age 0 to 16 years,Other,Margin of Error,1488
New Jersey,Age 16 and 17 years,Total persons,Estimate,238010
New Jersey,Age 16 and 17 years,Total persons,Margin of Error,1892
New Jersey,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,125640
New Jersey,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1279
New Jersey,Age 16 and 17 years,Other,Estimate,112370
New Jersey,Age 16 and 17 years,Other,Margin of Error,1300
New Jersey,Age 18 to 20 years,Total persons,Estimate,337675
New Jersey,Age 18 to 20 years,Total persons,Margin of Error,2218
New Jersey,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,168555
New Jersey,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,1362
New Jersey,Age 18 to 20 years,Other,Estimate,169120
New Jersey,Age 18 to 20 years,Other,Margin of Error,1782
New Jersey,Age 21 to 24 years,Total persons,Estimate,455425
New Jersey,Age 21 to 24 years,Total persons,Margin of Error,2199
New Jersey,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,225215
New Jersey,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,1419
New Jersey,Age 21 to 24 years,Other,Estimate,230210
New Jersey,Age 21 to 24 years,Other,Margin of Error,1721
New Jersey,Age 25 to 34 years,Total persons,Estimate,1147170
New Jersey,Age 25 to 34 years,Total persons,Margin of Error,449
New Jersey,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,549365
New Jersey,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,570
New Jersey,Age 25 to 34 years,Other,Estimate,597800
New Jersey,Age 25 to 34 years,Other,Margin of Error,689
New Jersey,Age 35 to 44 years,Total persons,Estimate,1170010
New Jersey,Age 35 to 44 years,Total persons,Margin of Error,421
New Jersey,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,583420
New Jersey,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,427
New Jersey,Age 35 to 44 years,Other,Estimate,586590
New Jersey,Age 35 to 44 years,Other,Margin of Error,618
New Jersey,Age 45 to 59 years,Total persons,Estimate,1957915
New Jersey,Age 45 to 59 years,Total persons,Margin of Error,3396
New Jersey,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1223255
New Jersey,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,2890
New Jersey,Age 45 to 59 years,Other,Estimate,734660
New Jersey,Age 45 to 59 years,Other,Margin of Error,2159
New Jersey,Age 60 to 64 years,Total persons,Estimate,525160
New Jersey,Age 60 to 64 years,Total persons,Margin of Error,3240
New Jersey,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,361280
New Jersey,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,2856
New Jersey,Age 60 to 64 years,Other,Estimate,163880
New Jersey,Age 60 to 64 years,Other,Margin of Error,1951
New Jersey,Age 65 to 74 years,Total persons,Estimate,726210
New Jersey,Age 65 to 74 years,Total persons,Margin of Error,348
New Jersey,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,517455
New Jersey,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,231
New Jersey,Age 65 to 74 years,Other,Estimate,208755
New Jersey,Age 65 to 74 years,Other,Margin of Error,433
New Jersey,Age 75 years and over,Total persons,Estimate,586080
New Jersey,Age 75 years and over,Total persons,Margin of Error,243
New Jersey,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,454880
New Jersey,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,166
New Jersey,Age 75 years and over,Other,Estimate,131200
New Jersey,Age 75 years and over,Other,Margin of Error,274
New Mexico,"Total, all ages",Total persons,Estimate,2082670
New Mexico,"Total, all ages","White alone, not Hispanic/Latino",Estimate,805605
New Mexico,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,695
New Mexico,"Total, all ages",Other,Estimate,1277065
New Mexico,"Total, all ages",Other,Margin of Error,695
New Mexico,Age 0 to 16 years,Total persons,Estimate,445075
New Mexico,Age 0 to 16 years,Total persons,Margin of Error,1031
New Mexico,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,109490
New Mexico,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,545
New Mexico,Age 0 to 16 years,Other,Estimate,335585
New Mexico,Age 0 to 16 years,Other,Margin of Error,952
New Mexico,Age 16 and 17 years,Total persons,Estimate,56675
New Mexico,Age 16 and 17 years,Total persons,Margin of Error,960
New Mexico,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,15410
New Mexico,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,472
New Mexico,Age 16 and 17 years,Other,Estimate,41265
New Mexico,Age 16 and 17 years,Other,Margin of Error,820
New Mexico,Age 18 to 20 years,Total persons,Estimate,88205
New Mexico,Age 18 to 20 years,Total persons,Margin of Error,1557
New Mexico,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,23720
New Mexico,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,738
New Mexico,Age 18 to 20 years,Other,Estimate,64485
New Mexico,Age 18 to 20 years,Other,Margin of Error,1220
New Mexico,Age 21 to 24 years,Total persons,Estimate,118790
New Mexico,Age 21 to 24 years,Total persons,Margin of Error,1595
New Mexico,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,35150
New Mexico,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,796
New Mexico,Age 21 to 24 years,Other,Estimate,83640
New Mexico,Age 21 to 24 years,Other,Margin of Error,1290
New Mexico,Age 25 to 34 years,Total persons,Estimate,276750
New Mexico,Age 25 to 34 years,Total persons,Margin of Error,839
New Mexico,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,92205
New Mexico,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,568
New Mexico,Age 25 to 34 years,Other,Estimate,184545
New Mexico,Age 25 to 34 years,Other,Margin of Error,751
New Mexico,Age 35 to 44 years,Total persons,Estimate,244760
New Mexico,Age 35 to 44 years,Total persons,Margin of Error,668
New Mexico,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,85405
New Mexico,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,330
New Mexico,Age 35 to 44 years,Other,Estimate,159355
New Mexico,Age 35 to 44 years,Other,Margin of Error,629
New Mexico,Age 45 to 59 years,Total persons,Estimate,403960
New Mexico,Age 45 to 59 years,Total persons,Margin of Error,2146
New Mexico,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,182445
New Mexico,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,1427
New Mexico,Age 45 to 59 years,Other,Estimate,221515
New Mexico,Age 45 to 59 years,Other,Margin of Error,1493
New Mexico,Age 60 to 64 years,Total persons,Estimate,130165
New Mexico,Age 60 to 64 years,Total persons,Margin of Error,1949
New Mexico,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,72100
New Mexico,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,1387
New Mexico,Age 60 to 64 years,Other,Estimate,58065
New Mexico,Age 60 to 64 years,Other,Margin of Error,1355
New Mexico,Age 65 to 74 years,Total persons,Estimate,186755
New Mexico,Age 65 to 74 years,Total persons,Margin of Error,446
New Mexico,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,110605
New Mexico,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,116
New Mexico,Age 65 to 74 years,Other,Estimate,76150
New Mexico,Age 65 to 74 years,Other,Margin of Error,465
New Mexico,Age 75 years and over,Total persons,Estimate,131530
New Mexico,Age 75 years and over,Total persons,Margin of Error,314
New Mexico,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,79065
New Mexico,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,108
New Mexico,Age 75 years and over,Other,Estimate,52465
New Mexico,Age 75 years and over,Other,Margin of Error,344
New York,"Total, all ages",Total persons,Estimate,19697455
New York,"Total, all ages","White alone, not Hispanic/Latino",Estimate,11111315
New York,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,2525
New York,"Total, all ages",Other,Estimate,8586145
New York,"Total, all ages",Other,Margin of Error,2527
New York,Age 0 to 16 years,Total persons,Estimate,3732505
New York,Age 0 to 16 years,Total persons,Margin of Error,2759
New York,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,1813620
New York,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1780
New York,Age 0 to 16 years,Other,Estimate,1918885
New York,Age 0 to 16 years,Other,Margin of Error,2116
New York,Age 16 and 17 years,Total persons,Estimate,493900
New York,Age 16 and 17 years,Total persons,Margin of Error,2704
New York,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,253135
New York,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1711
New York,Age 16 and 17 years,Other,Estimate,240770
New York,Age 16 and 17 years,Other,Margin of Error,1919
New York,Age 18 to 20 years,Total persons,Estimate,835075
New York,Age 18 to 20 years,Total persons,Margin of Error,3544
New York,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,427145
New York,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2751
New York,Age 18 to 20 years,Other,Estimate,407930
New York,Age 18 to 20 years,Other,Margin of Error,2786
New York,Age 21 to 24 years,Total persons,Estimate,1131890
New York,Age 21 to 24 years,Total persons,Margin of Error,3512
New York,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,563725
New York,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2793
New York,Age 21 to 24 years,Other,Estimate,568165
New York,Age 21 to 24 years,Other,Margin of Error,2894
New York,Age 25 to 34 years,Total persons,Estimate,2831380
New York,Age 25 to 34 years,Total persons,Margin of Error,1108
New York,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,1448300
New York,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,568
New York,Age 25 to 34 years,Other,Estimate,1383080
New York,Age 25 to 34 years,Other,Margin of Error,1228
New York,Age 35 to 44 years,Total persons,Estimate,2501800
New York,Age 35 to 44 years,Total persons,Margin of Error,1065
New York,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,1303795
New York,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,550
New York,Age 35 to 44 years,Other,Estimate,1198005
New York,Age 35 to 44 years,Other,Margin of Error,1232
New York,Age 45 to 59 years,Total persons,Estimate,4111550
New York,Age 45 to 59 years,Total persons,Margin of Error,5306
New York,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,2485095
New York,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,4272
New York,Age 45 to 59 years,Other,Estimate,1626450
New York,Age 45 to 59 years,Other,Margin of Error,3710
New York,Age 60 to 64 years,Total persons,Estimate,1165550
New York,Age 60 to 64 years,Total persons,Margin of Error,5257
New York,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,768250
New York,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,4142
New York,Age 60 to 64 years,Other,Estimate,397300
New York,Age 60 to 64 years,Other,Margin of Error,3576
New York,Age 65 to 74 years,Total persons,Estimate,1600040
New York,Age 65 to 74 years,Total persons,Margin of Error,584
New York,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,1095615
New York,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,368
New York,Age 65 to 74 years,Other,Estimate,504425
New York,Age 65 to 74 years,Other,Margin of Error,704
New York,Age 75 years and over,Total persons,Estimate,1293760
New York,Age 75 years and over,Total persons,Margin of Error,597
New York,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,952630
New York,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,314
New York,Age 75 years and over,Other,Estimate,341130
New York,Age 75 years and over,Other,Margin of Error,678
North Carolina,"Total, all ages",Total persons,Estimate,9940830
North Carolina,"Total, all ages","White alone, not Hispanic/Latino",Estimate,6361440
North Carolina,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,1546
North Carolina,"Total, all ages",Other,Estimate,3579390
North Carolina,"Total, all ages",Other,Margin of Error,1546
North Carolina,Age 0 to 16 years,Total persons,Estimate,2032915
North Carolina,Age 0 to 16 years,Total persons,Margin of Error,2236
North Carolina,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,1075800
North Carolina,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,1701
North Carolina,Age 0 to 16 years,Other,Estimate,957115
North Carolina,Age 0 to 16 years,Other,Margin of Error,1433
North Carolina,Age 16 and 17 years,Total persons,Estimate,254915
North Carolina,Age 16 and 17 years,Total persons,Margin of Error,2169
North Carolina,Age 16 and 17 years,"White alone, not Hispanic/Latino",Estimate,144450
North Carolina,Age 16 and 17 years,"White alone, not Hispanic/Latino",Margin of Error,1558
North Carolina,Age 16 and 17 years,Other,Estimate,110460
North Carolina,Age 16 and 17 years,Other,Margin of Error,1184
North Carolina,Age 18 to 20 years,Total persons,Estimate,420190
North Carolina,Age 18 to 20 years,Total persons,Margin of Error,2924
North Carolina,Age 18 to 20 years,"White alone, not Hispanic/Latino",Estimate,237065
North Carolina,Age 18 to 20 years,"White alone, not Hispanic/Latino",Margin of Error,2228
North Carolina,Age 18 to 20 years,Other,Estimate,183125
North Carolina,Age 18 to 20 years,Other,Margin of Error,2119
North Carolina,Age 21 to 24 years,Total persons,Estimate,548140
North Carolina,Age 21 to 24 years,Total persons,Margin of Error,2745
North Carolina,Age 21 to 24 years,"White alone, not Hispanic/Latino",Estimate,320230
North Carolina,Age 21 to 24 years,"White alone, not Hispanic/Latino",Margin of Error,2250
North Carolina,Age 21 to 24 years,Other,Estimate,227910
North Carolina,Age 21 to 24 years,Other,Margin of Error,2189
North Carolina,Age 25 to 34 years,Total persons,Estimate,1294385
North Carolina,Age 25 to 34 years,Total persons,Margin of Error,1424
North Carolina,Age 25 to 34 years,"White alone, not Hispanic/Latino",Estimate,774480
North Carolina,Age 25 to 34 years,"White alone, not Hispanic/Latino",Margin of Error,478
North Carolina,Age 25 to 34 years,Other,Estimate,519905
North Carolina,Age 25 to 34 years,Other,Margin of Error,1440
North Carolina,Age 35 to 44 years,Total persons,Estimate,1307760
North Carolina,Age 35 to 44 years,Total persons,Margin of Error,1722
North Carolina,Age 35 to 44 years,"White alone, not Hispanic/Latino",Estimate,804540
North Carolina,Age 35 to 44 years,"White alone, not Hispanic/Latino",Margin of Error,441
North Carolina,Age 35 to 44 years,Other,Estimate,503215
North Carolina,Age 35 to 44 years,Other,Margin of Error,1810
North Carolina,Age 45 to 59 years,Total persons,Estimate,2035475
North Carolina,Age 45 to 59 years,Total persons,Margin of Error,3466
North Carolina,Age 45 to 59 years,"White alone, not Hispanic/Latino",Estimate,1411175
North Carolina,Age 45 to 59 years,"White alone, not Hispanic/Latino",Margin of Error,3178
North Carolina,Age 45 to 59 years,Other,Estimate,624300
North Carolina,Age 45 to 59 years,Other,Margin of Error,2230
North Carolina,Age 60 to 64 years,Total persons,Estimate,587720
North Carolina,Age 60 to 64 years,Total persons,Margin of Error,3402
North Carolina,Age 60 to 64 years,"White alone, not Hispanic/Latino",Estimate,432455
North Carolina,Age 60 to 64 years,"White alone, not Hispanic/Latino",Margin of Error,3216
North Carolina,Age 60 to 64 years,Other,Estimate,155265
North Carolina,Age 60 to 64 years,Other,Margin of Error,1838
North Carolina,Age 65 to 74 years,Total persons,Estimate,864220
North Carolina,Age 65 to 74 years,Total persons,Margin of Error,970
North Carolina,Age 65 to 74 years,"White alone, not Hispanic/Latino",Estimate,677890
North Carolina,Age 65 to 74 years,"White alone, not Hispanic/Latino",Margin of Error,167
North Carolina,Age 65 to 74 years,Other,Estimate,186325
North Carolina,Age 65 to 74 years,Other,Margin of Error,984
North Carolina,Age 75 years and over,Total persons,Estimate,595110
North Carolina,Age 75 years and over,Total persons,Margin of Error,691
North Carolina,Age 75 years and over,"White alone, not Hispanic/Latino",Estimate,483345
North Carolina,Age 75 years and over,"White alone, not Hispanic/Latino",Margin of Error,107
North Carolina,Age 75 years and over,Other,Estimate,111765
North Carolina,Age 75 years and over,Other,Margin of Error,690
North Dakota,"Total, all ages",Total persons,Estimate,736160
North Dakota,"Total, all ages","White alone, not Hispanic/Latino",Estimate,635835
North Dakota,"Total, all ages","White alone, not Hispanic/Latino",Margin of Error,107
North Dakota,"Total, all ages",Other,Estimate,100330
North Dakota,"Total, all ages",Other,Margin of Error,106
North Dakota,Age 0 to 16 years,Total persons,Estimate,150790
North Dakota,Age 0 to 16 years,Total persons,Margin of Error,563
North Dakota,Age 0 to 16 years,"White alone, not Hispanic/Latino",Estimate,118005
North Dakota,Age 0 to 16 years,"White alone, not Hispanic/Latino",Margin of Error,436
North Dakota,Age 0 to 16 years,Other,Estimate,32785
North Dakota,Age 0 to 16 years,Other,Margin of Error,389
North Dakota,Age 16 and 17 years,Total persons,Estimate,16925
